year,region,gender,year_born,education_tier,marriage_tier,income_tier,occupation_code
2009,7,1,1962,2,1,3,31
2010,7,1,1962,2,1,4,31
2011,7,1,1962,2,1,3,31
2012,7,1,1962,2,1,4,31
2013,7,1,1962,2,1,4,31
2014,7,1,1962,2,1,3,31
2015,7,1,1962,2,1,4,31
2005,7,1,1968,2,0,2,73
2006,7,1,1968,2,0,3,73
2007,7,1,1968,2,0,2,73
2008,7,1,1968,2,0,3,76
2009,7,1,1968,2,1,3,76
2010,7,1,1968,2,1,4,76
2011,7,1,1968,2,1,3,76
2012,7,1,1968,2,1,4,76
2013,7,1,1968,2,1,3,76
2015,7,1,1968,2,1,3,76
2016,7,1,1968,2,1,4,76
2017,7,1,1968,2,1,3,76
2018,7,1,1968,2,1,3,76
2005,7,1,1976,2,0,2,31
2006,7,1,1976,2,0,2,31
2007,7,1,1976,3,1,2,31
2008,7,1,1976,3,1,3,31
2009,7,1,1976,3,1,3,31
2010,7,1,1976,3,1,3,31
2011,7,1,1976,3,1,4,31
2012,7,1,1976,3,1,3,31
2013,7,1,1976,3,1,3,31
2014,7,1,1976,3,0,3,31
2015,7,1,1976,3,0,4,31
2016,7,1,1976,3,0,4,31
2017,7,1,1976,3,0,3,31
2018,7,1,1976,3,0,3,31
2017,7,1,1982,3,1,3,41
2018,7,1,1982,3,1,3,41
2005,7,1,1959,3,1,3,31
2006,7,1,1959,3,1,3,31
2007,7,1,1959,3,1,3,31
2008,7,1,1959,3,1,3,31
2009,7,1,1959,3,1,3,31
2010,7,1,1959,3,1,3,31
2011,7,1,1959,3,1,3,31
2012,7,1,1959,3,1,4,31
2013,7,1,1959,3,1,4,31
2014,7,1,1959,3,1,4,31
2015,7,1,1959,3,1,4,61
2016,7,1,1959,3,1,3,61
2017,7,1,1959,3,1,3,61
2018,7,1,1959,3,1,3,61
2018,1,1,1989,3,0,2,24
2005,7,1,1963,3,1,2,26
2005,7,1,1973,2,0,1,51
2006,7,1,1973,2,0,2,91
2007,7,1,1973,2,0,2,91
2008,7,1,1973,2,1,2,92
2009,7,1,1973,2,1,2,87
2010,7,1,1973,2,1,2,87
2011,7,1,1973,2,1,2,87
2012,7,1,1973,2,1,2,87
2013,7,1,1973,2,0,2,87
2014,7,1,1973,2,0,2,87
2015,7,1,1973,2,0,2,87
2016,7,1,1973,2,0,2,87
2017,7,1,1973,2,0,2,87
2018,7,1,1973,2,0,2,87
2005,7,1,1970,2,1,2,41
2007,7,1,1970,2,1,2,94
2008,7,1,1970,2,1,2,43
2009,7,1,1970,2,1,2,43
2010,7,1,1970,2,1,3,43
2011,7,1,1970,2,1,3,43
2012,7,1,1970,2,1,3,43
2013,7,1,1970,2,1,3,43
2014,7,1,1970,2,1,3,43
2015,7,1,1970,2,1,3,43
2016,7,1,1970,2,1,3,43
2017,7,1,1970,2,1,3,43
2018,7,1,1970,2,1,3,43
2005,7,1,1969,2,1,2,41
2006,7,1,1969,2,1,2,41
2007,4,1,1969,2,1,2,41
2008,4,1,1969,2,1,2,44
2009,4,1,1969,2,1,2,44
2010,4,1,1969,2,1,3,44
2011,4,1,1969,2,1,3,15
2012,4,1,1969,2,1,3,15
2005,7,1,1977,3,0,2,23
2006,7,1,1977,3,0,2,23
2005,7,1,1969,2,1,2,31
2006,7,1,1969,2,1,2,31
2007,7,1,1969,2,1,2,31
2008,7,1,1969,2,1,3,31
2009,7,1,1969,2,1,3,31
2010,7,1,1969,2,1,3,31
2011,7,1,1969,2,1,4,31
2012,7,1,1969,2,1,3,31
2013,7,1,1969,2,1,3,31
2014,7,1,1969,2,1,3,31
2016,7,1,1969,2,1,1,61
2005,7,1,1977,2,1,2,31
2006,7,1,1977,2,1,2,43
2007,7,1,1977,2,1,2,43
2008,7,1,1977,2,1,2,31
2009,7,1,1977,2,1,2,31
2010,7,1,1977,2,1,2,31
2011,7,1,1977,2,1,3,31
2012,7,1,1977,2,1,3,31
2013,7,1,1977,2,1,2,31
2014,7,1,1977,2,1,3,31
2015,7,1,1977,2,1,3,31
2016,7,1,1977,2,1,3,31
2017,7,1,1977,2,1,3,31
2018,7,1,1977,2,1,3,31
2005,7,1,1981,3,1,3,31
2006,7,1,1981,3,1,2,51
2007,7,1,1981,3,1,3,91
2005,7,1,1970,3,1,2,31
2006,7,1,1970,3,1,3,31
2007,6,1,1970,3,1,3,31
2008,6,1,1970,3,1,3,51
2009,6,1,1970,3,1,3,51
2010,6,1,1970,3,1,3,51
2015,7,1,1970,2,0,2,61
2016,7,1,1970,2,0,2,91
2017,7,1,1970,2,0,2,91
2018,7,1,1970,2,0,2,91
2005,7,1,1959,3,1,3,61
2006,7,1,1959,3,1,3,61
2007,7,1,1959,3,1,3,61
2008,7,1,1959,3,1,3,61
2009,7,1,1959,3,1,2,61
2010,7,1,1959,3,1,3,61
2011,7,1,1959,3,1,3,61
2012,7,1,1959,3,1,2,61
2013,7,1,1959,3,1,3,61
2014,7,1,1959,3,1,2,61
2015,7,1,1959,3,1,2,61
2016,7,1,1959,3,1,3,61
2017,7,1,1959,3,1,4,61
2018,7,1,1959,3,1,4,61
2005,7,1,1969,3,1,3,91
2006,7,1,1969,3,1,2,91
2007,7,1,1969,3,1,2,31
2008,7,1,1969,3,1,3,76
2009,7,1,1969,3,1,3,76
2010,7,1,1969,3,1,3,76
2011,7,1,1969,3,1,4,76
2012,7,1,1969,3,1,3,13
2013,7,1,1969,3,1,3,13
2014,7,1,1969,3,1,3,13
2015,7,1,1969,3,1,3,13
2016,7,1,1969,3,1,3,13
2017,7,1,1969,3,1,3,13
2018,7,1,1969,3,1,4,24
2018,7,1,1981,3,1,3,31
2005,7,1,1960,2,1,2,61
2006,7,1,1960,2,1,3,61
2007,7,1,1960,2,1,4,61
2008,7,1,1960,2,1,3,61
2009,7,1,1960,2,1,3,61
2010,7,1,1960,2,1,3,61
2011,7,1,1960,2,1,3,61
2012,7,1,1960,2,1,3,61
2013,7,1,1960,2,1,3,61
2014,7,1,1960,2,1,4,61
2015,7,1,1960,2,1,4,61
2017,7,1,1960,2,1,3,61
2018,7,1,1960,2,1,3,61
2017,7,1,1988,3,1,3,23
2018,7,1,1988,3,1,3,23
2006,7,1,1976,3,1,2,92
2007,7,1,1976,2,1,2,92
2008,7,1,1976,2,1,2,61
2009,7,1,1976,2,1,2,61
2010,7,1,1976,2,1,2,61
2011,7,1,1976,2,1,2,61
2007,7,1,1978,3,1,3,32
2005,7,1,1962,3,1,2,71
2006,7,1,1962,3,1,2,51
2007,7,1,1962,3,1,3,51
2008,7,1,1962,3,1,3,52
2013,7,1,1962,3,1,3,52
2014,7,1,1962,3,1,4,51
2013,7,1,1973,2,1,3,61
2014,7,1,1973,2,1,3,61
2015,7,1,1973,2,1,3,61
2016,7,1,1973,2,1,4,61
2017,7,1,1973,2,1,4,61
2018,7,1,1973,2,1,3,61
2016,7,1,1969,3,0,3,52
2017,7,1,1969,3,0,3,52
2018,7,1,1969,3,0,3,52
2005,7,1,1968,3,1,2,84
2006,7,1,1968,3,1,1,84
2012,7,1,1968,3,1,2,42
2013,7,1,1968,3,1,2,42
2014,7,1,1968,3,1,2,42
2015,7,1,1968,3,1,2,42
2016,7,1,1968,3,1,2,42
2014,7,1,1969,2,0,2,52
2015,7,1,1969,2,0,2,52
2016,7,1,1969,2,0,2,91
2017,7,1,1969,2,0,2,91
2018,7,1,1969,2,0,2,91
2011,7,1,1978,2,1,2,91
2012,7,1,1978,2,1,2,91
2013,7,1,1978,2,1,2,91
2014,7,1,1978,2,1,2,91
2015,7,1,1978,2,1,2,52
2017,7,1,1978,2,1,3,61
2018,7,1,1978,2,1,2,61
2009,7,1,1970,2,0,2,87
2010,7,1,1970,2,0,3,87
2011,7,1,1970,2,0,2,79
2012,7,1,1970,2,0,3,79
2013,7,1,1970,2,0,3,79
2015,7,1,1970,2,0,3,79
2016,7,1,1970,2,1,3,79
2017,7,1,1970,2,1,3,79
2018,7,1,1970,2,1,3,79
2005,3,1,1962,2,1,2,93
2006,3,1,1962,2,1,2,72
2005,3,1,1965,2,1,2,73
2006,3,1,1965,2,1,2,73
2007,3,1,1965,2,1,2,73
2008,3,1,1965,2,1,2,75
2009,3,1,1965,2,1,2,75
2010,3,1,1965,2,1,2,75
2011,3,1,1965,2,1,2,75
2012,3,1,1965,2,1,3,75
2013,3,1,1965,2,1,3,75
2014,3,1,1965,2,1,2,75
2015,3,1,1965,2,1,3,75
2006,3,1,1960,2,1,2,72
2007,3,1,1960,2,1,3,93
2008,3,1,1960,2,1,3,74
2009,3,1,1960,2,1,3,74
2010,3,1,1960,2,1,3,74
2011,3,1,1960,2,1,3,74
2012,3,1,1960,2,1,3,74
2013,3,1,1960,2,1,4,74
2014,3,1,1960,2,1,4,74
2015,3,1,1960,2,1,4,74
2016,3,1,1960,2,1,4,74
2017,3,1,1960,2,1,4,74
2005,3,1,1970,2,0,2,81
2006,3,1,1970,2,0,2,81
2007,3,1,1970,2,0,2,81
2009,3,1,1970,2,0,1,93
2010,3,1,1970,2,0,2,85
2011,3,1,1970,2,0,2,85
2012,3,1,1970,2,0,2,85
2014,3,1,1970,2,0,2,83
2008,2,1,1980,3,0,2,24
2009,2,1,1980,3,1,3,24
2010,2,1,1980,3,1,3,24
2011,2,1,1980,3,1,2,24
2012,2,1,1980,3,1,3,24
2013,2,1,1980,3,1,3,24
2014,2,1,1980,3,1,2,24
2015,2,1,1980,3,1,3,24
2016,2,1,1980,3,1,3,24
2017,2,1,1980,3,1,3,24
2018,2,1,1980,3,1,3,24
2014,4,1,1966,3,0,4,15
2015,4,1,1966,3,0,2,15
2016,4,1,1966,3,0,2,15
2017,4,1,1966,3,0,2,15
2007,4,1,1967,3,1,2,31
2008,4,1,1967,3,1,2,31
2009,4,1,1967,3,1,3,14
2010,4,1,1967,3,1,3,14
2011,4,1,1967,3,1,3,14
2012,4,1,1967,3,1,3,14
2013,4,1,1967,3,1,3,14
2014,4,1,1967,3,1,3,14
2015,4,1,1967,3,1,3,14
2016,4,1,1967,3,1,3,14
2017,4,1,1967,3,1,3,15
2018,4,1,1967,3,1,4,14
2011,4,1,1967,2,1,3,53
2012,4,1,1967,2,1,3,53
2013,4,1,1967,2,1,3,53
2014,4,1,1967,2,1,2,53
2015,4,1,1967,2,1,3,53
2016,4,1,1967,2,1,3,53
2017,4,1,1967,2,1,3,53
2018,4,1,1967,2,1,2,53
2005,6,1,1968,2,1,2,73
2005,6,1,1960,2,1,2,73
2006,6,1,1960,2,1,2,73
2007,6,1,1960,2,1,2,73
2008,6,1,1960,2,1,2,74
2010,6,1,1960,2,1,2,74
2012,6,1,1960,2,1,2,74
2013,6,1,1960,2,1,2,74
2014,6,1,1960,2,1,3,74
2015,6,1,1960,2,1,3,74
2016,6,1,1960,2,1,3,74
2018,6,1,1960,2,1,3,74
2013,1,1,1979,3,1,4,27
2014,1,1,1979,3,1,4,27
2015,1,1,1979,3,1,4,27
2016,1,1,1979,3,1,4,27
2017,1,1,1979,3,1,4,27
2005,1,1,1968,3,1,3,14
2006,1,1,1968,3,1,3,14
2007,1,1,1968,3,1,3,14
2008,1,1,1968,3,1,4,24
2009,1,1,1968,3,1,3,24
2017,2,1,1983,3,1,2,24
2005,1,1,1961,3,1,3,23
2006,1,1,1961,3,1,3,23
2007,1,1,1961,3,1,3,23
2008,1,1,1961,3,1,3,23
2009,1,1,1961,3,1,3,23
2010,1,1,1961,3,1,3,23
2011,1,1,1961,3,1,3,23
2012,1,1,1961,3,1,4,23
2013,1,1,1961,3,1,4,22
2014,1,1,1961,3,1,4,22
2015,2,1,1976,2,0,2,91
2016,2,1,1976,2,0,2,91
2017,2,1,1976,2,0,2,91
2018,1,1,1976,2,0,2,78
2005,1,1,1967,3,1,3,31
2008,4,1,1979,3,1,3,28
2009,4,1,1979,3,1,3,28
2010,4,1,1979,3,1,3,28
2011,4,1,1979,3,1,3,28
2012,4,1,1979,3,1,3,28
2013,4,1,1979,3,1,3,28
2014,4,1,1979,3,1,3,28
2015,4,1,1979,3,1,3,28
2016,4,1,1979,3,1,3,28
2017,4,1,1979,3,1,3,28
2018,4,1,1979,3,1,3,28
2006,1,1,1969,3,1,2,22
2007,1,1,1969,3,1,3,22
2008,1,1,1969,3,1,3,22
2009,1,1,1969,3,1,3,22
2010,1,1,1969,3,1,3,22
2011,1,1,1969,3,1,3,22
2012,1,1,1969,3,1,3,22
2013,1,1,1969,3,1,3,22
2014,1,1,1969,3,1,3,22
2015,1,1,1969,3,1,3,22
2016,1,1,1969,3,1,3,22
2017,1,1,1969,3,1,3,22
2018,1,1,1969,3,1,3,22
2005,1,1,1972,3,0,3,41
2006,1,1,1972,3,1,2,41
2005,2,1,1965,3,1,3,31
2006,2,1,1965,3,1,3,31
2007,2,1,1965,3,1,3,31
2008,2,1,1965,3,1,3,27
2009,2,1,1965,3,1,4,31
2010,2,1,1965,3,1,4,31
2011,2,1,1965,3,1,4,31
2012,2,1,1965,3,1,4,31
2013,2,1,1965,3,1,4,31
2010,2,1,1983,2,1,2,27
2011,2,1,1983,2,1,2,27
2012,2,1,1983,2,1,3,27
2013,2,1,1983,2,1,3,27
2014,2,1,1983,2,1,3,27
2015,2,1,1983,2,1,3,27
2016,2,1,1983,2,1,3,27
2017,2,1,1983,2,1,3,27
2018,2,1,1983,2,1,4,27
2005,2,1,1960,3,1,3,51
2006,2,1,1960,3,1,3,51
2007,2,1,1960,3,1,3,51
2008,2,1,1960,3,0,4,79
2005,2,1,1966,2,1,2,31
2005,2,1,1960,2,0,2,51
2006,2,1,1960,2,0,2,51
2005,2,1,1961,3,1,2,51
2006,2,1,1961,3,1,2,51
2007,2,1,1961,3,1,2,51
2008,2,1,1961,3,1,3,44
2009,2,1,1961,3,1,2,44
2005,2,1,1978,3,0,2,31
2007,2,1,1977,2,1,2,52
2008,2,1,1977,2,1,2,76
2009,2,1,1977,2,1,3,76
2010,2,1,1977,2,1,2,76
2011,2,1,1977,2,1,2,76
2012,2,1,1977,2,1,3,76
2013,2,1,1977,2,1,3,76
2014,2,1,1977,2,1,3,31
2015,2,1,1977,2,1,3,31
2016,2,1,1977,2,1,3,31
2017,2,1,1977,2,1,2,76
2018,2,1,1977,2,1,3,76
2011,2,1,1983,2,1,2,86
2012,2,1,1983,2,1,2,86
2013,2,1,1983,2,1,2,76
2014,2,1,1983,2,1,2,76
2015,2,1,1983,2,1,2,76
2016,2,1,1983,2,1,3,76
2017,2,1,1983,2,1,3,76
2018,2,1,1983,2,1,3,76
2015,2,1,1986,2,1,3,23
2016,2,1,1986,2,1,3,23
2017,2,1,1986,2,1,3,23
2018,2,1,1986,2,1,3,23
2007,1,1,1980,3,0,2,31
2008,1,1,1980,3,0,2,31
2009,2,1,1980,3,0,2,31
2010,2,1,1980,3,0,2,31
2011,2,1,1980,3,0,3,31
2012,2,1,1980,3,0,3,31
2013,2,1,1980,3,0,2,31
2014,2,1,1980,3,0,3,31
2005,2,1,1962,2,1,2,61
2006,2,1,1962,2,1,2,61
2007,2,1,1962,2,1,2,61
2008,2,1,1962,2,1,2,61
2009,2,1,1962,2,1,2,61
2010,2,1,1962,2,1,2,61
2011,2,1,1962,2,1,2,61
2012,2,1,1962,2,1,2,61
2013,2,1,1962,2,1,2,61
2014,2,1,1962,2,1,2,61
2015,2,1,1962,2,1,2,61
2016,2,1,1962,2,1,3,61
2017,2,1,1962,2,1,2,61
2017,2,1,1994,3,0,2,25
2018,2,1,1994,3,0,2,25
2011,1,1,1972,2,1,2,52
2012,1,1,1972,2,1,3,52
2013,1,1,1972,2,1,3,52
2014,1,1,1972,2,1,2,52
2015,1,1,1972,2,1,3,99
2016,1,1,1972,2,1,3,99
2017,1,1,1972,2,1,3,99
2018,1,1,1972,2,1,3,94
2011,1,1,1964,2,1,3,82
2012,1,1,1964,2,1,3,82
2013,1,1,1964,2,1,3,82
2014,1,1,1964,2,1,3,82
2015,1,1,1964,2,1,3,82
2016,1,1,1964,2,1,4,82
2011,1,1,1986,3,1,2,93
2012,2,1,1986,3,1,2,51
2013,1,1,1986,3,1,2,51
2014,1,1,1986,3,1,3,51
2011,1,1,1985,2,0,2,43
2012,1,1,1985,2,0,2,43
2013,1,1,1985,2,0,2,43
2014,1,1,1985,2,0,2,43
2015,1,1,1985,2,0,2,43
2016,1,1,1985,2,0,2,43
2017,1,1,1985,2,0,2,43
2018,1,1,1985,2,0,2,43
2011,1,1,1970,2,0,3,78
2012,1,1,1970,2,0,3,78
2013,1,1,1970,2,0,3,78
2014,1,1,1970,2,0,3,78
2015,1,1,1970,2,0,3,78
2016,1,1,1970,2,0,3,78
2017,1,1,1970,2,0,4,78
2018,1,1,1970,2,0,4,22
2011,1,1,1972,2,1,3,77
2012,1,1,1972,2,1,3,77
2013,1,1,1972,2,1,3,77
2014,1,1,1972,2,1,3,77
2015,1,1,1972,2,1,3,77
2016,1,1,1972,2,1,3,77
2017,1,1,1972,2,1,3,77
2011,1,1,1968,2,1,2,44
2012,1,1,1968,2,1,2,44
2013,1,1,1968,2,1,2,44
2014,1,1,1968,2,1,3,44
2015,1,1,1968,2,1,3,44
2016,1,1,1968,2,1,3,44
2017,1,1,1968,2,1,3,44
2018,1,1,1968,2,1,3,44
2011,1,1,1974,3,1,3,25
2012,1,1,1974,3,1,3,25
2013,1,1,1974,3,1,3,25
2014,1,1,1974,3,1,3,25
2015,1,1,1974,3,1,4,25
2016,1,1,1974,3,1,4,25
2017,1,1,1974,3,1,3,25
2018,1,1,1974,3,1,3,25
2015,5,1,1971,2,1,4,87
2016,5,1,1971,2,1,3,87
2017,5,1,1971,2,1,4,87
2018,5,1,1971,2,1,4,87
2011,5,1,1962,3,0,2,84
2012,5,1,1962,3,0,2,91
2013,5,1,1962,3,1,2,91
2014,5,1,1962,3,1,2,91
2015,5,1,1962,3,1,2,91
2016,5,1,1962,3,1,2,91
2017,5,1,1962,3,1,2,91
2011,5,1,1978,2,1,2,77
2012,5,1,1978,2,1,2,87
2013,5,1,1978,2,1,2,87
2014,5,1,1978,2,1,3,87
2015,5,1,1978,2,1,3,87
2016,5,1,1978,2,1,3,87
2017,5,1,1978,2,1,3,87
2018,5,1,1978,2,1,3,87
2011,5,1,1960,1,1,2,61
2012,5,1,1960,1,1,2,61
2013,5,1,1960,1,1,2,61
2014,5,1,1960,1,1,2,61
2015,5,1,1960,1,1,2,61
2016,5,1,1960,1,1,2,61
2017,5,1,1960,1,1,2,61
2018,5,1,1960,1,1,2,61
2016,5,1,1995,2,0,2,44
2017,5,1,1995,2,0,2,44
2011,5,1,1979,2,0,3,93
2012,5,1,1979,2,0,3,93
2013,5,1,1979,2,0,2,93
2014,5,1,1979,2,0,3,93
2015,5,1,1979,2,1,2,93
2016,5,1,1979,2,1,2,93
2017,5,1,1979,2,1,3,93
2018,5,1,1979,2,1,2,93
2011,5,1,1968,2,1,3,74
2011,5,1,1969,2,1,3,87
2012,5,1,1969,2,1,3,87
2013,5,1,1969,2,1,3,87
2014,5,1,1969,2,1,3,87
2015,5,1,1969,2,1,3,87
2016,5,1,1969,2,1,3,51
2017,5,1,1969,2,1,3,51
2018,5,1,1969,2,1,3,43
2011,5,1,1982,3,1,2,31
2012,5,1,1982,3,1,3,86
2013,5,1,1982,3,1,3,14
2014,5,1,1982,3,1,3,14
2015,5,1,1982,3,1,3,14
2016,5,1,1982,3,1,3,14
2017,5,1,1982,3,1,3,14
2018,5,1,1982,3,1,3,14
2011,5,1,1975,2,0,2,87
2012,5,1,1975,2,0,2,87
2013,5,1,1975,2,0,2,87
2014,5,1,1975,2,0,2,87
2015,5,1,1975,2,0,3,87
2016,5,1,1975,2,1,2,87
2017,5,1,1975,2,1,2,87
2018,5,1,1975,2,1,2,87
2011,5,1,1971,2,0,2,51
2012,5,1,1971,2,0,2,51
2014,5,1,1971,2,0,2,44
2012,5,1,1964,2,0,2,91
2013,5,1,1964,2,0,2,91
2016,5,1,1964,2,0,1,77
2017,5,1,1964,2,0,2,77
2018,5,1,1964,2,0,2,91
2011,5,1,1978,3,1,3,23
2011,5,1,1972,3,0,2,73
2012,5,1,1972,3,1,2,73
2013,5,1,1972,3,1,2,73
2014,5,1,1972,3,1,2,73
2015,5,1,1972,3,1,2,73
2016,5,1,1972,3,1,2,73
2017,5,1,1972,3,1,2,73
2018,5,1,1972,3,1,3,73
2011,5,1,1968,2,1,2,85
2012,5,1,1968,2,1,2,85
2013,5,1,1968,2,1,2,85
2014,5,1,1968,2,1,2,85
2015,5,1,1968,2,1,3,85
2016,5,1,1968,2,1,2,85
2017,5,1,1968,2,1,2,85
2018,5,1,1968,2,1,3,85
2011,5,1,1963,2,0,3,85
2011,7,1,1974,2,0,2,91
2012,7,1,1974,2,0,2,91
2013,7,1,1974,2,0,2,91
2014,7,1,1974,2,0,2,91
2015,7,1,1974,2,0,2,91
2017,7,1,1974,2,0,2,77
2018,7,1,1974,2,0,2,78
2011,7,1,1979,3,1,3,31
2012,7,1,1979,3,1,3,31
2013,7,1,1979,3,1,2,31
2014,7,1,1979,3,1,3,31
2015,7,1,1979,3,1,3,31
2016,7,1,1979,3,1,3,31
2017,7,1,1979,3,1,3,31
2018,7,1,1979,3,1,3,31
2011,7,1,1977,2,0,2,86
2012,7,1,1977,2,0,2,86
2013,7,1,1977,2,0,2,86
2014,7,1,1977,2,0,2,86
2011,7,1,1975,2,0,3,87
2012,7,1,1975,2,0,2,87
2013,7,1,1975,2,0,3,87
2014,7,1,1975,2,0,3,87
2015,7,1,1975,2,0,3,87
2016,7,1,1975,2,0,2,87
2017,7,1,1975,2,0,3,87
2011,7,1,1979,3,1,3,33
2012,7,1,1979,3,1,3,33
2013,7,1,1979,3,1,3,33
2014,7,1,1979,3,1,3,33
2015,7,1,1979,3,1,3,33
2016,7,1,1979,3,1,4,33
2017,7,1,1979,3,1,4,33
2018,7,1,1979,3,1,4,33
2011,7,1,1973,2,1,3,51
2012,7,1,1973,2,1,4,51
2011,7,1,1960,1,1,2,91
2011,5,1,1963,1,0,2,93
2011,5,1,1980,3,1,3,33
2012,5,1,1980,3,1,3,33
2013,5,1,1980,3,1,2,33
2014,5,1,1980,3,1,3,33
2015,5,1,1980,3,1,3,33
2016,5,1,1980,3,1,3,33
2017,5,1,1980,3,1,3,33
2018,5,1,1980,3,1,4,33
2011,5,1,1968,2,1,3,14
2012,5,1,1968,2,1,3,14
2013,5,1,1968,2,1,3,14
2014,5,1,1968,2,1,3,14
2015,5,1,1968,2,1,3,14
2016,5,1,1968,2,1,3,14
2017,5,1,1968,2,1,3,14
2018,5,1,1968,2,1,4,14
2011,5,1,1982,3,1,3,31
2012,5,1,1982,3,1,3,31
2013,5,1,1982,3,1,3,31
2014,5,1,1982,3,1,3,31
2015,5,1,1982,3,1,3,31
2016,5,1,1982,3,1,3,31
2017,5,1,1982,3,1,4,31
2018,5,1,1982,3,1,4,31
2011,5,1,1985,3,0,2,23
2012,5,1,1985,3,0,2,23
2013,5,1,1985,3,0,2,23
2014,5,1,1985,3,0,2,23
2015,5,1,1985,3,1,4,23
2016,5,1,1985,3,1,4,23
2017,5,1,1985,3,1,4,23
2018,5,1,1985,3,1,4,23
2017,7,1,1981,2,1,3,27
2018,7,1,1981,2,1,3,27
2011,7,1,1964,3,1,3,25
2012,7,1,1964,3,1,3,25
2013,7,1,1964,3,1,3,25
2014,7,1,1964,3,1,3,25
2015,7,1,1964,3,1,3,25
2011,7,1,1971,3,1,2,83
2012,7,1,1971,3,1,3,83
2013,7,1,1971,3,1,2,93
2014,7,1,1971,3,1,2,93
2015,7,1,1971,3,1,2,93
2016,7,1,1971,3,1,2,93
2017,7,1,1971,3,1,4,93
2018,7,1,1971,3,1,2,93
2012,1,1,1960,3,1,4,11
2011,1,1,1974,2,1,1,24
2012,1,1,1974,2,1,2,24
2013,1,1,1974,2,1,2,24
2014,1,1,1974,2,1,2,24
2015,6,1,1974,2,1,2,24
2016,6,1,1974,2,1,2,99
2017,6,1,1974,2,1,2,99
2018,6,1,1974,2,1,2,91
2013,2,1,1984,3,1,3,23
2014,2,1,1984,3,1,3,23
2011,1,1,1967,2,0,2,51
2012,1,1,1967,2,0,2,51
2013,1,1,1967,2,0,2,51
2014,1,1,1967,2,0,2,51
2015,1,1,1967,2,0,2,51
2016,1,1,1967,2,0,2,51
2017,1,1,1967,2,0,2,85
2018,1,1,1967,2,0,2,99
2011,1,1,1980,3,0,3,31
2012,1,1,1980,3,0,2,31
2013,1,1,1980,3,0,2,31
2014,1,1,1980,3,0,2,39
2011,1,1,1966,3,1,3,31
2011,1,1,1972,3,0,3,15
2012,1,1,1972,3,0,3,15
2013,1,1,1972,3,0,3,15
2014,1,1,1976,2,1,3,31
2015,1,1,1976,2,1,3,31
2016,1,1,1976,2,1,3,31
2017,1,1,1976,2,1,3,31
2018,1,1,1976,2,1,4,31
2011,5,1,1986,2,0,2,93
2017,5,1,1986,2,0,2,93
2018,5,1,1986,2,0,3,93
2011,5,1,1980,3,0,3,23
2012,5,1,1980,3,0,3,23
2013,5,1,1980,3,0,3,23
2014,5,1,1980,3,0,3,23
2015,5,1,1980,3,0,3,23
2016,5,1,1980,3,0,3,23
2017,5,1,1980,3,0,4,23
2018,5,1,1980,3,0,4,23
2011,5,1,1981,2,0,2,92
2012,5,1,1981,2,0,2,93
2013,5,1,1981,2,0,2,93
2014,5,1,1981,2,0,2,99
2015,5,1,1981,2,0,3,99
2016,5,1,1981,2,0,3,99
2017,5,1,1981,2,0,3,99
2018,5,1,1981,2,0,3,87
2011,5,1,1964,1,1,2,91
2012,5,1,1964,1,1,2,91
2014,5,1,1964,1,1,2,91
2015,5,1,1964,1,1,2,91
2016,5,1,1964,1,1,2,91
2017,5,1,1964,1,1,2,91
2011,7,1,1976,3,1,3,31
2012,7,1,1976,3,1,3,31
2013,7,1,1976,3,1,4,31
2014,7,1,1976,3,1,4,31
2015,7,1,1976,3,1,4,31
2017,7,1,1976,2,1,4,31
2011,3,1,1974,2,1,2,76
2012,3,1,1974,2,1,2,87
2013,3,1,1974,2,1,2,87
2014,3,1,1974,2,1,3,87
2015,3,1,1974,2,1,3,87
2016,3,1,1974,2,1,3,87
2017,3,1,1974,2,1,3,87
2018,3,1,1974,2,1,2,87
2011,3,1,1963,2,1,2,14
2011,1,1,1971,2,0,2,79
2011,3,1,1977,2,0,2,74
2012,3,1,1977,2,0,2,74
2014,3,1,1977,2,0,2,85
2015,3,1,1977,2,0,3,85
2016,3,1,1977,2,0,3,85
2017,3,1,1977,2,0,3,85
2018,3,1,1977,2,0,3,85
2011,1,1,1967,2,1,3,31
2012,1,1,1967,2,1,3,31
2013,1,1,1967,2,1,3,31
2014,1,1,1967,2,1,3,31
2015,1,1,1967,2,1,3,31
2016,1,1,1967,2,1,3,12
2017,1,1,1967,2,1,3,12
2011,1,1,1959,2,1,3,32
2012,1,1,1959,2,1,3,32
2013,1,1,1959,2,1,3,32
2014,1,1,1959,2,1,3,32
2015,1,1,1959,2,1,3,32
2016,1,1,1959,2,1,3,32
2017,1,1,1959,2,1,3,32
2018,1,1,1959,2,1,3,32
2015,1,1,1988,3,1,3,39
2016,1,1,1988,3,1,4,31
2017,1,1,1988,3,1,3,31
2011,1,1,1971,2,1,3,76
2012,1,1,1971,2,1,3,76
2013,1,1,1971,2,1,3,76
2011,3,1,1974,2,1,2,87
2012,3,1,1974,2,1,3,87
2011,3,1,1971,3,1,3,84
2012,3,1,1971,3,1,4,84
2011,1,1,1968,2,1,2,87
2012,1,1,1968,2,1,3,87
2011,3,1,1979,2,1,2,87
2012,3,1,1979,2,1,2,87
2013,3,1,1979,2,1,2,87
2014,3,1,1979,2,1,3,87
2015,3,1,1979,2,1,3,87
2011,3,1,1972,3,0,2,31
2012,3,1,1972,3,0,2,31
